,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
45,A Vegetarian Powerhouse,"30 Stevens Road, Singapore",Winestone,"Don't look down on the Fettuccine Ai Funghi ($22.00++) for being a vegetarian dish. This was delightful. A great mix of juicy sliced mushrooms & confit tomatoes, with creaminess from the ricotta cheese & some acidity from balsamic vinegar that cuts through the heaviness of this dish. What a winner. 💳 Accepts credit cards🌬 Air-conditioned seats available☀ Al fresco seats available🍽 Burpple Beyond partner📱 Accepts reservations - I used Hungrygowhere, also available on Chope🏩 Located inside Novotel Singapore on Stevens💦 Water is not chargeable","cheese,confit tomato,cream,mushroom,mushrooms,ricotta,tomato,tomatoes,vinegar","this was delightful. what a winner. 💳 accepts credit cards🌬 air-conditioned seats available☀ al fresco seats available🍽 burpple beyond partner📱 accepts reservations - i used hungrygowhere, also available on chope🏩 located inside novotel singapore on stevens💦 water is not chargeable","don't look down on the fettuccine ai funghi ($22.00++) for being a vegetarian dish. a great mix of juicy sliced mushrooms & confit tomatoes, with creaminess from the ricotta cheese & some acidity from balsamic vinegar that cuts through the heaviness of this dish.","delightful,💳,accepts,🌬,conditioned,available,📱 accepts,located,inside,chargeable","look,ai,vegetarian,great,juicy,sliced,confit,ricotta,balsamic,cuts","delightful,winner,💳,accepts,credit,🏩","great,cuts"
46,A bit late into the game but finally gotten my hands on these two exclusive flavors from Ya Kun.,"252 North Bridge Road, Singapore",Ya Kun Kaya Toast (Raffles City),$2 per box😀Kaya Toast was too artificial to me - both the smell & the taste. Coconut presence was too strong & not to my liking😒Kopi O was surprisingly nice! The coffee aroma was alluring & the taste was on point! A tint of mocha feel & taste😋#burpple,"coffee,nut",$2 per box😀 a tint of mocha feel & taste😋,kaya toast was too artificial to me - both the smell & the taste. coconut presence was too strong & not to my liking😒 kopi o was surprisingly nice! the coffee aroma was alluring & the taste was on point!,"feel,😋","artificial,coconut,strong,liking,😒,surprisingly nice,alluring",😀,"strong,liking,surprisingly,nice"
47,A bowl FULL OF SEAFOOD!,"28 Clementi Road, Singapore",Cheng's Gourmet Food Bar,"It was kind of a hit-and-miss for this tom yam seafood pasta from @chengsfoodbar. The pasta was dry but I think that was on purpose. However, I don't think overcooking prawns was on the agenda.","pasta,prawn,prawns,seafood,tom yam,tom yam seafood,yam",but i think that was on purpose.,"it was kind of a hit-and-miss for this tom yam seafood pasta from . the pasta was dry however, i don't think overcooking prawns was on the agenda.",think,"kind hit,miss,tom,dry,think,overcooking",,"kind,miss"
48,A change to the usual frittata by adding some pasta inside!😁 Think Mac & Cheese Frittata?🤤👌🏻,Singapore,Lirongs Kitchen,-,,-,,,,,
49,A communal platter for sharing.,"1 Club Street, Singapore",FOTIA,"Skewers of sorts, this was prefect if you want to try a bit of everything. I love the meats here. Well executed - the beef, we had requested for medium rare and mamma mia, it came out just as we had ordered. So good and juicy. Those potatoes are evil. Pure evil. So addictive that once you start you can’t stop. Don’t say I didn’t warn you.","beef,meat,meats,potato,tart",so good and juicy. pure evil. don’t say i didn’t warn you.,"skewers of sorts, this was prefect if you want to try a bit of everything. i love the meats here. well executed - the beef, we had requested for medium rare and mamma mia, it came out just as we had ordered. those potatoes are evil. so addictive that once you start you can’t stop.","good,juicy,pure,warn","prefect,want,try,love,executed,requested,medium,rare,came,ordered,evil,addictive,start,stop","good,evil,warn","love,mia,evil,stop"
50,A corner cafe packed with office people and tourist like us.,"Corner of Little Bourke & Little William St. Melbourne, Melbourne",Patricia Coffee Brewers,Pastry was decent but their coffee is the bomb. Nice silky latte with a hint of chocolaty end note. The beauty blend of beans created the right balance of acidity and bitterness. It seem to be simple but find the right ratio required years of training and minor adjustment.,"bean,beans,coffee",pastry was decent nice silky latte with a hint of chocolaty end note. it seem to be simple but find the right ratio required years of training and minor adjustment.,but their coffee is the bomb. the beauty blend of beans created the right balance of acidity and bitterness.,"decent,nice,silky,simple,find,right,required,training,minor","created,right",nice,"bomb,beauty,created,bitterness"
51,A down-sized and definitely more affordable version of Over The Top Milkshakes.,"45 Science Park Road, Singapore",The Pipe District,"Creatively categorised as Avenger Shakes, with each shake taking on the name of an Avenger, like this Nick Fury ($8), which is a chocolate milkshake with brownies and marshmallows.Other flavours include Black Widow (Oreo), The Hulk (green tea) and Captain America (caramel latte).","chocolate,chocolate milkshake,green tea,milk,tea",,"creatively categorised as avenger shakes, with each shake taking on the name of an avenger, like this nick fury ($8), which is a chocolate milkshake with brownies and marshmallows. other flavours include black widow (oreo), the hulk (green tea) and captain america (caramel latte).",,"creatively categorised,shakes,taking,nick,brownies,include,black,green,caramel",,"creatively,shake,like,fury,8)"
52,A legit reason that i don’t mind getting my hair and clothes to smell like BBQ.,Aug 6 at 11:01pm,Thechoyalicious :),And i love to grill those garlic slices just so i could eat them warm!.#koreanbbq,,and i love to grill those garlic slices just so i could eat them warm!.,,"love,grill,garlic,eat",,love,
53,A little Bangkok prelude to my upcoming trip with the Thai Green Milk Tea from Tuk Tuk Cha at Suntec City Mall.,"3 Temasek Boulevard, Singapore",Tuk Tuk Cha (Suntec City),"The Thai cafe offers a limited menu of Thai coffee, tea and desserts such as mango sticky rice and Thai style toasts.I could experience the pure Thai hospitality here, as the friendly smiley staff greeted me Sawadee Kap and she almost had me at hello. Thailand I'm coming soon!","coffee,dessert,desserts,mango,mango sticky,pita,rice,sticky rice,tea,toast",thailand i'm coming soon!,"the thai cafe offers a limited menu of thai coffee, tea and desserts such as mango sticky rice and thai style toasts. i could experience the pure thai hospitality here, as the friendly smiley staff greeted me sawadee kap and she almost had me at hello.",coming,"thai,offers,limited,sticky,experience,pure,friendly,smiley,greeted",,"limited,friendly,smiley,greeted"
54,"A lovely seabass ceviche with sweet potato balls and grilled corns , fresh zesty and balanced like a knifes edge :)#ceviche #seabass #sweetpotato #sgfood #foodporn #burpple #tigersmilksg","28 Ann Siang Road, Singapore",Tiger's Milk,-,,-,,,,,
55,"A majestic looking rice dumpling from @libaisg!😍 This is their new savoury dumpling for this Dragon Boat Festival, wagyu beef & matsutake mushroom, $48.","39 Scotts Road, Singapore",Li Bai Cantonese Restaurant,Filled with lots of 好料。👌🏻 It's Super yummy!🤤🤤,,filled with lots of 好料。👌 🏻 it's super yummy! 🤤🤤,,"filled,super yummy,🤤",,"👌,super,yummy",
56,"A new addition to this list is the Wagyu Beef Cheek [$28++], served with truffle!","30 Penhas Road, Singapore",Antoinette (Penhas Road),"Wagyu beef cheek is braised in a red wine, veal stock and aromatics for 6 hours. Served with house made tagliatele and truffle foam.","beef,truffle,veal,wine",,"wagyu beef cheek is braised in a red wine, veal stock and aromatics for 6 hours. served with house made tagliatele and truffle foam.",,"wagyu,braised,red,veal,served",,
57,"A pretty interesting stall to find in Hong Lim hawker centre, starting from its name which we still quite understand.","531A Upper Cross Street, Singapore",Midas (Hong Lim Market & Food Centre),"It specialised in curry and prata puff. And the curry was as hot as its bright red colour suggested, delivering some kick-ass spiciness. In the pot enough to feed 2, there were thoroughly cooked potatoes and a large portion of chicken.Besides the usual rice, their freshly baked prata puff was a satisfying pairing with the curry. Think roti prata but this was like a puffed up pastry, crispy and non-oily, great to soak up the thick and tasty curry.From the curry, prata puff, presentation and stall name; Midas was a non-conventional stall amidst the other offering traditional local dishes, worth checking out.","chicken,curry,potato,prata,prata puff,rice",,"it specialised in curry and prata puff. and the curry was as hot as its bright red colour suggested, delivering some kick-ass spiciness. in the pot enough to feed 2, there were thoroughly cooked potatoes and a large portion of chicken. besides the usual rice, their freshly baked prata puff was a satisfying pairing with the curry. think roti prata but this was like a puffed up pastry, crispy and non-oily, great to soak up the thick and tasty curry. from the curry, prata puff, presentation and stall name; midas was a non-conventional stall amidst the other offering traditional local dishes, worth checking out.",,"specialised,prata,hot,bright,red,suggested,delivering,feed,thoroughly cooked,large,usual,freshly baked,satisfying,think,roti,puffed,crispy,non,oily,great,soak,thick,conventional,offering,traditional,local,worth,checking",,"bright,ass,satisfying,like,great,stall,worth"
58,A sip of the broth reveals a sweet seafoody tone.,"354 Joo Chiat Road, Singapore",Da Dong Prawn Noodles,"A taste, I suppose, most would like. Further sips, one might find it addictive.▫️▪️This was atad sweet for me as I find myself gulping lots of water after. If you are in the neighborhood, it is worth a try. I would love to hear your thoughts or rather your palate.▫️▪️#noodleholics #nomnom #8dayseat #burpple #singaporeinsiders #bloggers #tastesocietysg #foodiesofinstagram #photooftheday #photographers #bestfoodphoto #foodphotography #foodporn #sgfood","noodle,pho","a taste, i suppose, most would like. further sips, one might find it addictive.▫ ️ ▪️this was atad sweet for me as i find myself gulping lots of water after. if you are in the neighborhood, it is worth a try. i would love to hear your thoughts or rather your palate. ▫ ▪ ️             ",,"suppose,like,find,addictive,atad,sweet,gulping,worth,love,hear",,"like,sweet,worth,love",
59,A small hidden seafood cafe served mainly to locals.,Franklin,Aqua Grill Franklin,"Famous for their fish and chips and daily catch. The place had only less 6 table with 15 seats. ..Their pizza was surprisingly good. Thin crisp with flavorful sauce. I love the combination of sauce meat and mushroom. ..But for the fish... look good on the outside but undercook in the inside. The fried fish has a good crust but lacking in taste. So overall speaking, I would recommend their Italian food instead.","fish,meat,mushroom,pizza,tea",the place had only less 6 table with 15 seats. .. thin crisp with flavorful sauce. but undercook in the inside. but lacking in taste.,"famous for their fish and chips and daily catch. their pizza was surprisingly good. i love the combination of sauce meat and mushroom. .. but for the fish... look good on the outside the fried fish has a good crust so overall speaking, i would recommend their italian food instead.","thin,crisp,flavorful,lacking","famous,daily,daily catch,surprisingly good,love,look,good,fried,overall speaking,recommend,italian",,"surprisingly,good,love,recommend"
60,A start to my dining experience at V Dining was this duck dish that’s served in a spring roll skin filled with duck.,"6 Scotts Road, Singapore",V-Dining,"I know what you are thinking, because I had the question mark in my head when it was served with a generous slice of foie gras atop. It’s a supplement for $10, but definitely felt more like a staple instead. I mean, who can resist that huge slab of wholesome goodness right? It’s pretty much like a show where the supporting actor steals the limelight, but I’m not complaining anyway, at least not about this dish. The dishes to follow however, made me feel like V meant vertical, and when I mean vertical, unfortunately it also means downwards. I’ll leave that for another post.•[Hosted] #singaporefood #singaporefoodies #sgfood #eatoutsg #exploresg #sgfoodstagram #foodhunting #singaporefood #sgfoodguide #exploreflavours #igfood #instafood #instafoodsg #burpple #FoodPics #foodphotography #WhereKarlEats #stfoodtrending #sgfoodies #sgfoodblogger #sgfinedining #hungrygowhere #foodiesofinstagram #exploresingaporeeats #vdiningsg #thedailybite #foiegras","foie gras,foiegras,pho,tea,tuna","it’s a supplement for $10, i mean, who can resist that huge slab of wholesome goodness right? but i’m not complaining anyway, at least not about this dish. the dishes to follow i’ll leave that for another post.•[hosted]                           ","i know what you are thinking, because i had the question mark in my head when it was served with a generous slice of foie gras atop. but definitely felt more like a staple instead. it’s pretty much like a show where the supporting actor steals the limelight, however, made me feel like v meant vertical, and when i mean vertical, unfortunately it also means downwards.","mean,resist,huge,wholesome,right,complaining,follow,leave","know,thinking,served,generous,definitely felt,supporting,steals,feel,meant,vertical,mean,unfortunately means","huge,goodness,complaining","generous,definitely,like,pretty,supporting,steals,unfortunately"
